timestamp(ms),C1 (pF),C2 (pF),C1-C2 (pF),Distance d ,ration des c ,ration des  eps,
"1780991649.314",,,,"7.226162","1.693396","0.626324",
"1780991649.343","2.866",,,,,,
"1780991649.344",,"1.697","1.169",,,,
"1780991649.349",,,,"7.273719","1.688863","0.626324",
"1780991649.379","2.792","1.697","1.095",,,,
"1780991649.384",,,,"7.765275",,,
"1780991649.385",,,,,"1.645256",,
"1780991649.386",,,,,,"0.626324",
"1780991649.414","2.795","1.698","1.097",,,,
"1780991649.419",,,,"7.755685","1.646054","0.626324",
"1780991649.449","2.869","1.701","1.168",,,,
"1780991649.454",,,,"7.297105","1.686655",,
"1780991649.455",,,,,,"0.626324",
"1780991649.483","2.875",,,,,,
"1780991649.484",,"1.704","1.171",,,,
"1780991649.489",,,,"7.291247","1.687207","0.626324",
"1780991649.519","2.804","1.708","1.096",,,,
"1780991649.524",,,,"7.808479","1.641686","0.626324",
"1780991649.553","2.805",,,,,,
"1780991649.554",,"1.709","1.096",,,,
"1780991649.559",,,,"7.81305","1.641311",,
"1780991649.56",,,,,,"0.626324",
"1780991649.589","2.807","1.712",,,,,
"1780991649.59",,,"1.095",,,,
"1780991649.594",,,,"7.833914","1.639603","0.626324",
"1780991649.624","2.886","1.714","1.172",,,,
"1780991649.629",,,,"7.32778","1.683781","0.626324",
"1780991649.659","2.816","1.717","1.099",,,,
"1780991649.664",,,,"7.828198","1.64007","0.626324",
"1780991649.693","2.895","1.721","1.174",,,,
"1780991649.699",,,,"7.345171","1.682162",,
"1780991649.7",,,,,,"0.626324",
"1780991649.728","2.827",,,,,,
"1780991649.729",,"1.722","1.105",,,,
"1780991649.734",,,,"7.808364","1.641696","0.626324",
"1780991649.764","2.899","1.721","1.178",,,,
"1780991649.77",,,,"7.32023","1.684486","0.626324",
"1780991649.799","2.827","1.723","1.104",,,,
"1780991649.805",,,,"7.819977","1.640743","0.626324",
"1780991649.834","2.906","1.725","1.181",,,,
"1780991649.839",,,,"7.318607","1.684638","0.626324",
"1780991649.869","2.906","1.724","1.182",,,,
"1780991649.874",,,,"7.308175","1.685615","0.626324",
"1780991649.903","2.907","1.726","1.181",,,,
"1780991649.909",,,,"7.322848","1.684241","0.626324",
"1780991649.939","2.836","1.727","1.109",,,,
"1780991649.944",,,,"7.802791","1.642154","0.626324",
"1780991649.974","2.836","1.725","1.111",,,,
"1780991649.979",,,,"7.779725","1.644058","0.626324",
"1780991650.008","2.909","1.726","1.183",,,,
"1780991650.014",,,,"7.310468","1.6854","0.626324",
"1780991650.043","2.908",,,,,,
"1780991650.044",,"1.727","1.181",,,,
"1780991650.049",,,,"7.327091","1.683845","0.626324",
"1780991650.078","2.836",,,,,,
"1780991650.079",,"1.727","1.109",,,,
"1780991650.084",,,,"7.802791","1.642154","0.626324",
"1780991650.114","2.837","1.727","1.11",,,,
"1780991650.119",,,,"7.795763","1.642733",,
"1780991650.12",,,,,,"0.626324",
"1780991650.148","2.837",,,,,,
"1780991650.149",,"1.728","1.109",,,,
"1780991650.154",,,,"7.80731",,,
"1780991650.155",,,,,"1.641782","0.626324",
"1780991650.184","2.911","1.73","1.181",,,,
"1780991650.189",,,,"7.33982","1.682659","0.626324",
"1780991650.219","2.836","1.729","1.107",,,,
"1780991650.224",,,,"7.82594",,,
"1780991650.225",,,,,"1.640254","0.626324",
"1780991650.254","2.836","1.73","1.106",,,,
"1780991650.259",,,,"7.837547","1.639306","0.626324",
"1780991650.288","2.909","1.729","1.18",,,,
"1780991650.294",,,,"7.341793","1.682475","0.626324",
"1780991650.323","2.835","1.729","1.106",,,,
"1780991650.329",,,,"7.833015","1.639676","0.626324",
"1780991650.359","2.834","1.729","1.105",,,,
"1780991650.364",,,,"7.840104",,,
"1780991650.365",,,,,"1.639098",,
"1780991650.366",,,,,,"0.626324",
"1780991650.394","2.835","1.73","1.105",,,,
"1780991650.399",,,,"7.844639","1.638728","0.626324",
"1780991650.429","2.909","1.729","1.18",,,,
"1780991650.434",,,,"7.341793","1.682475","0.626324",
"1780991650.464","2.835","1.729","1.106",,,,
"1780991650.469",,,,"7.833015","1.639676","0.626324",
"1780991650.499","2.837","1.73","1.107",,,,
"1780991650.504",,,,"7.830467",,,
"1780991650.505",,,,,"1.639884","0.626324",
"1780991650.533","2.837","1.731","1.106",,,,
"1780991650.539",,,,"7.842078","1.638937","0.626324",
"1780991650.573","2.91","1.73","1.18",,,,
"1780991650.574",,,,"7.346039","1.682081","0.626324",
"1780991650.604","2.836","1.731","1.105",,,,
"1780991650.609",,,,"7.849174","1.638359","0.626324",
"1780991650.638","2.911","1.731","1.18",,,,
"1780991650.644",,,,"7.350284","1.681687","0.626324",
"1780991650.674","2.837","1.732","1.105",,,,
"1780991650.679",,,,"7.853709","1.637991","0.626324",
"1780991650.709","2.91","1.731","1.179",,,,
"1780991650.714",,,,"7.356519","1.681109",,
"1780991650.715",,,,,,"0.626324",
"1780991650.744","2.91","1.731","1.179",,,,
"1780991650.749",,,,"7.356519",,,
"1780991650.75",,,,,"1.681109","0.626324",
"1780991650.779","2.837","1.73","1.107",,,,
"1780991650.784",,,,"7.830467","1.639884","0.626324",
"1780991650.814","2.837","1.731","1.106",,,,
"1780991650.819",,,,"7.842078","1.638937","0.626324",
"1780991650.849","2.838","1.732","1.106",,,,
"1780991650.854",,,,"7.846607","1.638568","0.626324",
"1780991650.884","2.911","1.733","1.178",,,,
"1780991650.889",,,,"7.371273","1.679746","0.626324",
"1780991650.918","2.84","1.731",,,,,
"1780991650.919",,,"1.109",,,,
"1780991650.924",,,,"7.820862","1.64067","0.626324",
"1780991650.954","2.84","1.732","1.108",,,,
"1780991650.959",,,,"7.832444","1.639723","0.626324",
"1780991650.989","2.839","1.732","1.107",,,,
"1780991650.994",,,,"7.83952","1.639145","0.626324",
"1780991651.024","2.913","1.732","1.181",,,,
"1780991651.029",,,,"7.348304","1.681871","0.626324",
"1780991651.059","2.84","1.732","1.108",,,,
"1780991651.064",,,,"7.832444","1.639723","0.626324",
"1780991651.093","2.839","1.733","1.106",,,,
"1780991651.099",,,,"7.851139","1.6382","0.626324",
"1780991651.128","2.839",,,,,,
"1780991651.129",,"1.731","1.108",,,,
"1780991651.134",,,,"7.827921","1.640092","0.626324",
"1780991651.164","2.838","1.732","1.106",,,,
"1780991651.169",,,,"7.846607",,,
"1780991651.17",,,,,"1.638568","0.626324",
"1780991651.198","2.838","1.732","1.106",,,,
"1780991651.204",,,,"7.846607","1.638568","0.626324",
"1780991651.233","2.839","1.732","1.107",,,,
"1780991651.239",,,,"7.83952","1.639145",,
"1780991651.24",,,,,,"0.626324",
"1780991651.268","2.839",,,,,,
"1780991651.269",,"1.732","1.107",,,,
"1780991651.274",,,,"7.83952","1.639145",,
"1780991651.275",,,,,,"0.626324",
"1780991651.304","2.912","1.733","1.179",,,,
"1780991651.309",,,,"7.36502","1.680323","0.626324",
"1780991651.339","2.84","1.732","1.108",,,,
"1780991651.344",,,,"7.832444","1.639723","0.626324",
"1780991651.374","2.839","1.732","1.107",,,,
"1780991651.379",,,,"7.83952","1.639145","0.626324",
"1780991651.408","2.91",,,,,,
"1780991651.409",,"1.733","1.177",,,,
"1780991651.414",,,,"7.377535","1.679169",,
"1780991651.415",,,,,,"0.626324",
"1780991651.443","2.911","1.732","1.179",,,,
"1780991651.449",,,,"7.36077","1.680716","0.626324",
"1780991651.479","2.838","1.732","1.106",,,,
"1780991651.484",,,,"7.846607",,,
"1780991651.485",,,,,"1.638568","0.626324",
"1780991651.514","2.838","1.733","1.105",,,,
"1780991651.519",,,,"7.858243","1.637623","0.626324",
"1780991651.549","2.838","1.732","1.106",,,,
"1780991651.554",,,,"7.846607","1.638568","0.626324",
